age,employment_status,annual_income,avg_monthly_balance,num_deposits_per_month,debit_card_spending,credit_score,num_open_loans,total_outstanding_debt,late_payment_count,loan_default_history,loan_application_amount,loan_repayment_history,debt_to_income_ratio,credit_risk
53,Self-Employed,35986.0,2385.0,12,230,608.0,1,24088.0,4,0,15607,Good,0.669,0
34,Employed,41710.0,1892.0,11,2688,686.0,7,8980.0,0,0,1000,Average,0.215,0
54,Employed,30945.0,2045.0,4,450,669.0,3,5905.0,4,0,3132,Average,0.191,1
24,Employed,49030.0,2523.0,15,200,634.0,1,32899.0,1,0,19269,Average,0.671,0
44,Employed,43969.0,2399.0,13,972,592.0,2,3337.0,1,1,5258,Excellent,0.076,1
49,Self-Employed,152210.0,3582.0,2,7009,677.0,4,26049.0,1,0,49066,Good,0.171,0
39,Employed,28964.0,2318.0,10,1362,650.0,3,15423.0,1,0,10024,Good,0.532,1
26,Employed,58196.0,1226.0,8,888,732.0,3,25123.0,2,0,21270,Good,0.432,0
53,Employed,63032.0,3677.0,9,2695,730.0,4,30456.0,2,0,14169,Good,0.483,0
60,Employed,30528.0,1002.0,14,691,763.0,2,15317.0,1,0,6172,Good,0.502,0
39,Employed,80245.0,2336.0,5,4036,586.0,1,58268.0,2,0,28681,Good,0.726,1
21,Self-Employed,44179.0,2043.0,4,375,710.0,5,1081.0,4,0,17219,Good,0.024,1
25,Employed,15000.0,789.0,4,600,625.0,1,4100.0,0,0,5092,Excellent,0.273,0
47,Self-Employed,79063.0,1440.0,5,1154,588.0,6,19817.0,3,0,32945,Poor,0.251,1
36,Employed,29756.0,1106.0,14,749,648.0,3,7992.0,1,0,1924,Poor,0.269,1
26,Employed,30909.0,100.0,8,1879,760.0,2,5473.0,0,0,8794,Good,0.177,0
60,Employed,80293.0,3321.0,2,1601,652.0,1,29039.0,0,1,1184,Good,0.362,0
33,Employed,45440.0,1065.0,4,1970,797.0,4,17635.0,1,0,12228,Good,0.388,0
55,Employed,91114.0,6535.0,4,2976,721.0,1,13271.0,3,1,20383,Good,0.146,0
39,Self-Employed,107010.0,2990.0,13,3627,650.0,1,22866.0,3,0,39061,Good,0.214,0
32,Self-Employed,38576.0,100.0,1,767,767.0,1,16324.0,2,0,5310,Good,0.423,0
36,Employed,85083.0,1953.0,5,2899,713.0,4,1148.0,2,0,14219,Excellent,0.013,0
63,Employed,36300.0,100.0,12,2065,610.0,0,30681.0,3,0,1695,Excellent,0.845,0
30,Employed,187832.0,2821.0,5,10561,819.0,1,109881.0,0,0,60000,Excellent,0.585,0
45,Self-Employed,,151.0,8,1614,699.0,3,26218.0,0,0,1006,Excellent,0.698,0
40,Employed,96707.0,3384.0,15,2946,681.0,2,40799.0,0,0,34839,Excellent,0.422,0
51,Unemployed,87481.0,1760.0,15,2385,616.0,0,32552.0,1,0,38848,Excellent,0.372,0
24,Employed,65443.0,1084.0,5,3330,768.0,1,18726.0,2,1,10454,Excellent,0.286,0
64,Employed,38036.0,1824.0,9,893,719.0,2,18335.0,0,0,8458,Poor,0.482,0
43,Unemployed,50606.0,3632.0,2,1174,727.0,1,17616.0,2,0,9525,Excellent,0.348,0
22,Employed,16825.0,100.0,13,739,642.0,0,16522.0,2,0,1505,Average,0.982,1
42,Employed,62225.0,4222.0,13,2249,743.0,1,46227.0,1,0,35597,Excellent,0.743,0
57,Employed,66661.0,2868.0,14,2327,748.0,3,47814.0,2,0,9132,Good,0.717,0
28,Employed,59190.0,3822.0,14,2974,630.0,1,14755.0,1,0,24033,Poor,0.249,0
27,Employed,15000.0,1357.0,9,291,574.0,2,7946.0,1,0,10507,Good,0.53,0
34,Employed,27419.0,100.0,6,385,724.0,3,18295.0,1,0,5580,Average,0.667,0
23,Self-Employed,36448.0,1248.0,15,1038,562.0,2,22577.0,0,0,2703,Good,0.619,0
36,Employed,64570.0,3394.0,7,3439,691.0,1,36884.0,2,0,17213,Poor,0.571,0
39,Unemployed,64487.0,2706.0,4,2388,646.0,4,21494.0,1,0,22004,Excellent,0.333,0
38,Employed,50084.0,,11,2012,771.0,2,34245.0,0,1,21282,Good,0.684,0
36,Employed,78001.0,1980.0,15,1300,651.0,2,29737.0,1,0,19179,Good,0.381,1
28,Employed,31278.0,2847.0,11,1179,763.0,1,8375.0,1,1,10020,Average,0.268,0
53,Employed,76935.0,2409.0,7,3352,641.0,3,51585.0,1,0,14732,Good,0.671,0
32,Employed,71410.0,5399.0,15,1120,755.0,2,25268.0,1,0,12931,Average,0.354,0
31,Unemployed,67693.0,2988.0,14,2998,835.0,2,27747.0,0,0,28355,Average,0.41,0
25,Employed,49760.0,2583.0,12,2288,600.0,3,13754.0,0,0,5326,Poor,0.276,0
47,Employed,150542.0,4828.0,6,5962,702.0,1,75457.0,1,0,39392,Excellent,0.501,0
32,Employed,72139.0,3361.0,4,3570,850.0,3,15483.0,1,0,20359,Good,0.215,0
37,Self-Employed,32290.0,1982.0,4,1743,685.0,3,3766.0,2,0,7171,Good,0.117,0
26,Self-Employed,63048.0,4427.0,10,1184,685.0,3,29003.0,1,0,6877,Excellent,0.46,0
53,Employed,83196.0,100.0,14,3671,739.0,1,33094.0,0,0,2280,Poor,0.398,0
25,Employed,39800.0,2788.0,10,1927,683.0,5,30656.0,1,0,7138,Good,0.77,1
48,Employed,100126.0,3744.0,15,5970,552.0,3,29294.0,1,0,23871,Good,0.293,1
34,Employed,67860.0,2857.0,1,3496,765.0,0,49534.0,1,0,18657,Good,0.73,0
25,Employed,15165.0,,12,1259,530.0,0,0.0,1,0,3746,Excellent,0.0,1
53,Employed,64855.0,2560.0,5,3020,649.0,1,34738.0,0,0,7788,Good,0.536,1
61,Employed,43992.0,100.0,4,1903,771.0,3,339.0,1,1,13132,Good,0.008,0
39,Employed,73905.0,2887.0,14,2500,653.0,1,9647.0,3,0,1000,Good,0.131,0
42,Employed,92448.0,3251.0,4,3486,628.0,1,47750.0,0,0,20205,Good,0.517,0
25,Unemployed,61232.0,1926.0,5,958,746.0,3,4732.0,1,0,24111,Good,0.077,0
22,Unemployed,137445.0,8316.0,9,5146,616.0,3,101723.0,0,0,11899,Good,0.74,1
50,Employed,49851.0,1069.0,12,1238,588.0,0,12299.0,0,1,10628,Good,0.247,0
59,Employed,77555.0,1881.0,8,2538,701.0,2,50793.0,1,0,18685,Average,0.655,0
24,Employed,85631.0,3276.0,7,3342,666.0,2,42129.0,0,0,17030,Good,0.492,0
53,Employed,52133.0,1844.0,15,1416,587.0,3,18550.0,0,0,6532,Good,0.356,0
33,Self-Employed,84408.0,4763.0,13,3657,728.0,1,2029.0,0,0,16728,Good,0.024,0
40,Employed,39657.0,592.0,11,1035,715.0,3,13215.0,1,0,6464,Poor,0.333,0
27,Self-Employed,43594.0,582.0,3,396,653.0,2,3524.0,1,1,4233,Good,0.081,1
35,Unemployed,26721.0,1768.0,5,1742,658.0,4,13832.0,2,0,8327,Good,0.518,0
43,Employed,62810.0,4666.0,12,1780,715.0,1,24066.0,0,0,5312,Excellent,0.383,0
34,Employed,65774.0,4515.0,7,652,769.0,2,33068.0,0,0,28140,Good,0.503,0
43,Employed,105207.0,6280.0,2,3335,659.0,5,66640.0,3,1,12114,Good,0.633,0
39,Employed,84984.0,3788.0,2,1951,729.0,1,28441.0,0,0,16297,Good,0.335,0
49,Employed,47026.0,962.0,12,2102,722.0,2,10023.0,2,0,5109,Good,0.213,0
40,Employed,28770.0,2218.0,5,551,746.0,3,9352.0,3,1,10204,Average,0.325,0
49,Self-Employed,69784.0,2511.0,9,3473,683.0,6,41199.0,1,1,19219,Average,0.59,1
44,Employed,101316.0,4399.0,10,5132,612.0,3,9557.0,3,0,38397,Average,0.094,1
38,Employed,83320.0,1476.0,3,3808,645.0,4,43243.0,3,0,32578,Good,0.519,1
30,Employed,99863.0,2099.0,1,1723,706.0,4,7847.0,1,0,22436,Good,0.079,0
61,Self-Employed,48950.0,1394.0,11,1353,816.0,2,14439.0,0,0,2349,Good,0.295,0
28,Employed,42551.0,2861.0,7,769,644.0,2,14526.0,1,0,17132,Good,0.341,1
46,Self-Employed,36673.0,218.0,12,1948,740.0,3,9416.0,0,1,14117,Good,0.257,0
49,Employed,53335.0,1342.0,9,893,655.0,4,25209.0,2,0,9972,Good,0.473,1
30,Employed,52673.0,3345.0,6,2301,688.0,1,31470.0,2,1,18191,Average,0.597,1
37,Employed,61621.0,1143.0,14,2887,794.0,1,11154.0,1,1,15635,Poor,0.181,0
22,Employed,51225.0,3465.0,6,1974,737.0,2,7867.0,2,0,2119,Excellent,0.154,0
26,Self-Employed,51103.0,1394.0,4,1865,587.0,4,23532.0,1,0,26680,Excellent,0.46,1
25,Employed,35879.0,3267.0,8,1642,637.0,0,10486.0,0,0,11551,Average,0.292,1
48,Self-Employed,92317.0,1924.0,2,4274,774.0,0,9548.0,3,0,33689,Good,0.103,0
61,Employed,57364.0,902.0,12,2075,691.0,1,33350.0,2,0,9280,Good,0.581,0
25,Employed,49968.0,1875.0,6,3178,594.0,8,24594.0,1,0,18830,Average,0.492,1
38,Employed,36461.0,2764.0,10,1527,619.0,1,440.0,1,0,6538,Average,0.012,0
46,Employed,26437.0,1246.0,7,100,733.0,4,10750.0,1,0,16018,Poor,0.407,0
40,Self-Employed,112924.0,6763.0,2,5529,755.0,3,43839.0,1,0,23375,Average,0.388,0
61,Self-Employed,74618.0,3874.0,5,2238,681.0,5,9982.0,1,0,14568,Excellent,0.134,0
47,Employed,22515.0,928.0,4,920,850.0,2,11075.0,1,1,11356,Good,0.492,0
32,Employed,83685.0,1548.0,1,4044,742.0,0,42878.0,3,0,11022,Good,0.512,0
27,Employed,91350.0,2719.0,14,3703,662.0,4,67374.0,1,0,33664,Average,0.738,0
23,Employed,58894.0,3087.0,6,1149,619.0,3,29119.0,4,0,17056,Excellent,0.494,1
30,Employed,132462.0,6569.0,9,3430,607.0,3,31630.0,1,0,45169,Excellent,0.239,0
54,Employed,61962.0,100.0,5,2884,705.0,1,5456.0,0,0,18920,Excellent,0.088,0
45,Employed,25231.0,2540.0,4,2058,643.0,2,21426.0,4,0,2856,Good,0.849,0
55,Employed,67234.0,1248.0,13,3002,806.0,4,36510.0,0,0,22321,Good,0.543,0
36,Employed,62930.0,1970.0,2,2441,790.0,5,10854.0,1,0,20652,Excellent,0.172,0
22,Employed,39469.0,4121.0,8,2236,727.0,5,0.0,0,1,18899,Poor,0.0,1
44,Employed,75399.0,4564.0,12,1695,592.0,1,40384.0,3,0,15179,Excellent,0.536,1
30,Employed,21980.0,100.0,9,1213,630.0,3,15686.0,2,0,11321,Good,0.714,1
58,Unemployed,94836.0,1227.0,6,1776,774.0,2,14886.0,0,0,36492,Good,0.157,0
42,Employed,33932.0,100.0,6,1441,638.0,2,13802.0,0,0,8441,Good,0.407,0
46,Employed,31996.0,653.0,6,1603,764.0,1,11585.0,1,0,13330,Average,0.362,0
63,Employed,51662.0,481.0,2,1908,716.0,2,12657.0,2,0,16781,Excellent,0.245,0
59,Employed,69788.0,4527.0,5,2834,684.0,8,21754.0,2,0,19234,Excellent,0.312,0
47,Self-Employed,60189.0,4808.0,7,2722,627.0,3,26258.0,2,0,18989,Average,0.436,1
49,Employed,36557.0,2109.0,8,599,673.0,4,16340.0,0,0,14403,Good,0.447,0
58,Unemployed,41637.0,2707.0,15,1516,694.0,2,23141.0,1,0,12167,Good,0.556,0
40,Self-Employed,29493.0,1580.0,8,1185,757.0,2,6633.0,2,0,6126,Good,0.225,0
47,Employed,48607.0,3032.0,15,1547,614.0,2,36720.0,1,0,12235,Excellent,0.755,0
61,Employed,99345.0,3611.0,5,2367,660.0,2,7048.0,1,0,35085,Good,0.071,0
40,Employed,54871.0,3546.0,5,1300,683.0,1,36188.0,3,0,14996,Average,0.66,0
64,Employed,88236.0,3927.0,6,4216,730.0,2,57913.0,1,0,4484,Good,0.656,0
39,Employed,122462.0,3635.0,4,2939,612.0,3,32270.0,0,0,8860,Good,0.264,0
40,Employed,39802.0,1017.0,8,1616,581.0,1,8042.0,1,0,3978,Excellent,0.202,1
55,Employed,49636.0,1732.0,7,453,731.0,4,31176.0,1,0,22783,Good,0.628,0
22,Employed,181542.0,3867.0,13,3539,566.0,2,73056.0,3,0,18933,Average,0.402,1
50,Employed,121720.0,5826.0,2,5609,776.0,2,3817.0,2,0,46050,Good,0.031,0
54,Self-Employed,21922.0,100.0,6,810,668.0,2,20348.0,0,1,9822,Excellent,0.928,0
42,Employed,68051.0,100.0,6,2265,564.0,4,15909.0,3,1,27200,Excellent,0.234,1
23,Self-Employed,55017.0,2998.0,12,2717,644.0,3,19949.0,3,0,15965,Average,0.363,1
26,Employed,86650.0,5284.0,4,3232,708.0,4,47923.0,2,0,20008,Excellent,0.553,0
35,Employed,36510.0,100.0,6,1919,640.0,3,21003.0,1,1,6331,Average,0.575,1
47,Employed,34659.0,1451.0,10,544,682.0,1,12261.0,1,0,2768,Excellent,0.354,0
30,Employed,37921.0,2970.0,14,966,736.0,1,0.0,2,0,10589,Good,0.0,0
29,Employed,40156.0,2619.0,9,1875,665.0,4,10785.0,4,0,5511,Good,0.269,0
53,Employed,86122.0,3012.0,12,4540,610.0,2,38702.0,1,1,18609,Average,0.449,1
52,Self-Employed,28722.0,2482.0,10,1779,658.0,0,26995.0,2,0,1000,Average,0.94,1
26,Employed,39052.0,3302.0,12,1622,786.0,4,22069.0,3,1,9685,Average,0.565,0
61,Employed,20561.0,2291.0,9,898,806.0,1,10507.0,0,0,10836,Poor,0.511,0
56,Self-Employed,95703.0,3260.0,1,934,529.0,1,14902.0,0,1,33506,Good,0.156,1
22,Self-Employed,110653.0,1409.0,11,4029,762.0,3,70145.0,2,0,34059,Excellent,0.634,0
49,Employed,45945.0,2486.0,7,1167,699.0,2,10974.0,1,1,19822,Average,0.239,0
24,Employed,46687.0,2924.0,12,1824,749.0,3,30932.0,0,0,4928,Excellent,0.663,0
21,Self-Employed,70570.0,651.0,4,2417,639.0,3,59291.0,1,0,17839,Poor,0.84,1
39,Employed,123754.0,3432.0,2,1027,547.0,2,80260.0,1,0,20395,Average,0.649,1
46,Employed,68860.0,4071.0,8,2585,724.0,0,26234.0,1,0,12318,Good,0.381,0
45,Employed,37475.0,100.0,10,1720,609.0,2,27079.0,2,0,7438,Average,0.723,1
30,Self-Employed,22578.0,1551.0,3,210,576.0,2,14344.0,1,0,1000,Poor,0.635,1
35,Employed,29785.0,1283.0,2,1527,581.0,1,22034.0,3,0,6354,Excellent,0.74,0
42,Unemployed,57260.0,1505.0,9,2578,725.0,3,27803.0,0,0,26217,Average,0.486,0
41,Employed,38356.0,2316.0,5,1084,690.0,2,24636.0,3,0,4453,Excellent,0.642,1
42,Self-Employed,61226.0,1713.0,12,1119,739.0,4,9607.0,1,1,11927,Good,0.157,0
56,Employed,40578.0,1515.0,8,2253,730.0,1,29028.0,2,0,19999,Excellent,0.715,0
54,Employed,30733.0,1479.0,8,1783,648.0,2,12838.0,1,1,14730,Good,0.418,1
50,Self-Employed,28788.0,2305.0,14,1300,675.0,3,3854.0,1,1,1389,Good,0.134,0
45,Employed,129882.0,5950.0,11,7268,642.0,3,58312.0,2,0,43716,Good,0.449,0
65,Employed,89683.0,855.0,14,2249,664.0,1,5518.0,2,0,34386,Excellent,0.062,0
48,Employed,142468.0,7009.0,4,3416,607.0,2,11831.0,0,0,37160,Average,0.083,0
21,Employed,74018.0,549.0,11,1391,709.0,1,29078.0,1,1,22688,Good,0.393,0
65,Employed,43416.0,971.0,13,1675,761.0,1,0.0,1,1,23850,Average,0.0,0
24,Self-Employed,113883.0,2158.0,3,2271,619.0,0,45315.0,0,0,35387,Average,0.398,0
27,Employed,54009.0,4485.0,11,2914,776.0,3,39659.0,0,0,24326,Good,0.734,0
29,Employed,62103.0,3004.0,6,1742,689.0,3,41930.0,2,0,7210,Good,0.675,0
56,Employed,53720.0,3030.0,7,361,698.0,1,10160.0,1,0,20474,Average,0.189,0
39,Employed,15000.0,776.0,7,1318,553.0,4,4086.0,1,0,5793,Poor,0.272,1
21,Self-Employed,132945.0,5706.0,5,2091,544.0,3,65619.0,2,0,33686,Excellent,0.494,0
30,Employed,72052.0,2906.0,7,3898,691.0,1,32900.0,2,1,33748,Excellent,0.457,0
56,Employed,65939.0,3702.0,2,3198,739.0,1,19275.0,2,0,34268,Excellent,0.292,0
29,Unemployed,53163.0,100.0,9,2229,630.0,2,15233.0,5,0,2075,Excellent,0.287,1
65,Employed,60173.0,2503.0,3,2359,805.0,3,5357.0,1,0,21628,Poor,0.089,0
62,Self-Employed,39600.0,2792.0,15,1685,735.0,4,11314.0,0,0,5199,Good,0.286,0
52,Self-Employed,77204.0,3233.0,1,3387,612.0,4,35381.0,1,1,7765,Average,0.458,0
52,Self-Employed,26801.0,486.0,3,540,682.0,6,15924.0,2,1,1000,Good,0.594,0
26,Employed,60927.0,100.0,5,1511,850.0,3,41032.0,0,0,26624,Average,0.673,0
58,Self-Employed,74903.0,4498.0,1,2859,587.0,1,27158.0,4,0,29063,Good,0.363,1
37,Self-Employed,49307.0,2131.0,6,2521,720.0,1,31839.0,1,0,8338,Average,0.646,0
30,Employed,67445.0,2434.0,15,1584,656.0,3,43226.0,1,0,22520,Good,0.641,0
47,Employed,31884.0,853.0,12,1759,733.0,3,17488.0,1,0,3721,Good,0.548,0
55,Employed,32334.0,860.0,1,543,775.0,3,23900.0,2,0,8078,Good,0.739,0
41,Employed,62648.0,723.0,13,1644,651.0,4,42379.0,1,0,18226,Average,0.676,1
45,Employed,79881.0,5385.0,10,3091,764.0,1,20539.0,3,0,8769,Average,0.257,0
48,Employed,19612.0,114.0,6,528,847.0,1,5977.0,0,0,5785,Good,0.305,0
35,Employed,73291.0,2707.0,10,2036,685.0,5,54369.0,2,0,23844,Excellent,0.742,0
24,Employed,40796.0,2317.0,1,1743,739.0,2,12898.0,1,0,15099,Good,0.316,0
49,Employed,49466.0,3134.0,8,1026,636.0,1,25371.0,2,1,20356,Poor,0.513,1
29,Employed,26327.0,100.0,13,1698,681.0,3,16020.0,2,0,4939,Poor,0.609,1
47,Unemployed,34431.0,2073.0,14,1676,667.0,1,7995.0,2,1,10537,Average,0.232,1
46,Employed,93569.0,2114.0,2,2749,740.0,1,44638.0,4,0,1000,Good,0.477,0
39,Employed,56003.0,3038.0,2,2750,770.0,4,20162.0,3,0,8572,Good,0.36,0
48,Employed,44559.0,5195.0,2,911,672.0,5,10488.0,3,0,22751,Excellent,0.235,0
37,Employed,51587.0,1496.0,1,1041,795.0,5,8927.0,1,0,29002,Good,0.173,0
63,Self-Employed,71981.0,1079.0,2,1675,795.0,2,34152.0,2,1,30935,Average,0.474,0
61,Unemployed,70078.0,3750.0,8,3477,744.0,2,17246.0,1,0,18661,Excellent,0.246,0
62,Employed,52777.0,2090.0,8,2014,641.0,0,8662.0,0,0,21433,Average,0.164,0
40,Unemployed,100330.0,150.0,13,3210,634.0,2,21125.0,1,0,27209,Good,0.211,0
65,Employed,93793.0,5654.0,6,4715,619.0,3,54217.0,4,0,22144,Good,0.578,1
60,Employed,69040.0,1425.0,15,2352,751.0,2,40162.0,0,1,12061,Good,0.582,0
59,Employed,56677.0,1597.0,15,1079,589.0,2,27065.0,0,0,14992,Good,0.478,1
43,Self-Employed,78954.0,4214.0,13,3468,731.0,0,24518.0,2,1,25931,Average,0.311,1
52,Employed,65378.0,1547.0,14,2812,599.0,1,55890.0,0,0,22647,Average,0.855,0
53,Employed,98571.0,7304.0,4,3741,742.0,2,3549.0,4,1,12543,Excellent,0.036,0
25,Self-Employed,90206.0,2779.0,10,698,681.0,1,22652.0,0,0,17232,Good,0.251,0
63,Employed,31415.0,2916.0,4,818,780.0,4,5797.0,1,0,2488,Good,0.185,0
54,Employed,30267.0,1818.0,8,633,766.0,0,4869.0,1,0,3502,Average,0.161,0
60,Self-Employed,37399.0,1578.0,8,843,788.0,5,160.0,2,0,5521,Average,0.004,0
31,Employed,94086.0,7295.0,12,2115,790.0,2,17945.0,3,0,34050,Average,0.191,0
23,Employed,23112.0,991.0,8,287,691.0,0,6044.0,4,1,7414,Good,0.262,0
53,Employed,68337.0,2679.0,10,3386,593.0,3,29022.0,1,0,26000,Excellent,0.425,1
31,Employed,67137.0,3409.0,4,3449,601.0,0,25797.0,1,1,24618,Good,0.384,0
36,Employed,104250.0,707.0,2,5108,523.0,5,57113.0,1,0,33844,Average,0.548,1
38,Employed,60735.0,4383.0,3,803,599.0,0,26909.0,2,0,26740,Average,0.443,1
50,Employed,26274.0,429.0,13,336,685.0,0,8670.0,0,0,6004,Average,0.33,0
30,Employed,32450.0,462.0,3,670,638.0,1,22643.0,0,1,9498,Good,0.698,1
38,Self-Employed,28710.0,171.0,15,1643,666.0,2,5419.0,4,0,8603,Poor,0.189,0
58,Unemployed,40914.0,299.0,6,1737,717.0,4,8341.0,0,0,7443,Average,0.204,0
39,Employed,49736.0,2374.0,1,977,657.0,1,8356.0,1,0,14117,Poor,0.168,0
56,Employed,28972.0,2114.0,1,426,596.0,3,14787.0,2,0,1000,Good,0.51,1
33,Unemployed,123495.0,4125.0,12,6508,676.0,3,67007.0,3,0,42802,Poor,0.543,0
23,Employed,26534.0,1239.0,3,716,613.0,1,12521.0,0,0,14631,Good,0.472,1
30,Employed,115318.0,6755.0,3,5138,660.0,0,29464.0,0,0,17610,Excellent,0.256,0
58,Unemployed,105549.0,3431.0,2,3316,781.0,1,44262.0,1,0,29013,Excellent,0.419,0
21,Self-Employed,90143.0,1810.0,4,3885,660.0,3,46375.0,1,0,34078,Good,0.514,0
47,Self-Employed,37553.0,1316.0,5,1707,813.0,0,29362.0,1,1,1702,Good,0.782,0
28,Self-Employed,66399.0,1733.0,11,1822,787.0,0,35439.0,0,0,2192,Excellent,0.534,0
62,Employed,27243.0,100.0,3,1831,637.0,1,4661.0,0,0,9478,Average,0.171,0
37,Employed,90770.0,5066.0,7,2616,597.0,3,5031.0,0,0,37916,Excellent,0.055,1
29,Self-Employed,52807.0,619.0,10,2697,676.0,3,14910.0,0,0,20252,Excellent,0.282,0
26,Employed,43913.0,4376.0,10,100,766.0,1,18334.0,0,0,2097,Average,0.418,0
63,Employed,28058.0,1683.0,5,274,643.0,1,4062.0,1,1,13728,Good,0.145,0
45,Self-Employed,15000.0,1760.0,4,1077,748.0,2,3369.0,0,1,1000,Good,0.225,0
59,Self-Employed,31067.0,1781.0,2,1318,771.0,1,11800.0,1,0,3373,Poor,0.38,0
48,Employed,101430.0,6297.0,9,1291,622.0,1,29445.0,3,0,27420,Poor,0.29,0
53,Self-Employed,44070.0,3146.0,3,2490,629.0,1,21507.0,0,1,13846,Good,0.488,1
57,Self-Employed,50109.0,100.0,9,1080,733.0,0,18250.0,1,0,7341,Good,0.364,0
29,Employed,78877.0,663.0,1,3156,691.0,2,32805.0,1,0,10081,Excellent,0.416,0
38,Employed,148480.0,7149.0,11,5275,629.0,1,94058.0,2,0,19922,Good,0.633,0
41,Employed,113987.0,3028.0,3,2915,654.0,0,60181.0,1,1,45240,Good,0.528,0
22,Employed,32219.0,1895.0,10,1963,675.0,2,14195.0,1,0,7257,Average,0.441,0
63,Employed,18895.0,100.0,15,1045,563.0,2,16158.0,1,0,4489,Good,0.855,1
58,Employed,200000.0,8726.0,15,10263,737.0,3,115472.0,2,0,60000,Excellent,0.577,0
60,Employed,191575.0,9699.0,12,7261,644.0,4,111345.0,2,0,12885,Average,0.581,1
56,Employed,61007.0,1429.0,11,1540,471.0,0,31225.0,1,0,9507,Excellent,0.512,1
63,Unemployed,27346.0,1521.0,4,134,678.0,1,10407.0,1,0,8246,Good,0.381,0
57,Employed,93420.0,4175.0,3,2073,624.0,3,25257.0,2,0,9030,Excellent,0.27,0
35,Self-Employed,51829.0,1246.0,6,747,807.0,2,28207.0,1,0,12597,Average,0.544,0
48,Self-Employed,51686.0,2588.0,7,2090,636.0,4,0.0,0,0,5508,Excellent,0.0,0
38,Employed,89953.0,2618.0,9,2624,598.0,3,47358.0,4,1,18821,Average,0.526,1
54,Unemployed,66105.0,224.0,9,2613,718.0,2,17231.0,0,0,31647,Excellent,0.261,0
42,Employed,28649.0,1986.0,7,1235,630.0,6,17540.0,1,1,11237,Good,0.612,1
31,Employed,46004.0,1511.0,13,1259,622.0,2,22673.0,2,0,22534,Excellent,0.493,1
33,Self-Employed,79120.0,1430.0,10,3072,718.0,3,26322.0,3,0,39130,Good,0.333,0
24,Employed,72819.0,1243.0,7,3645,602.0,1,48599.0,1,0,28905,Good,0.667,1
42,Self-Employed,63526.0,1879.0,15,1479,571.0,1,31493.0,1,0,25231,Average,0.496,0
27,Employed,91901.0,3531.0,10,3120,809.0,4,12955.0,0,0,43576,Average,0.141,0
63,Self-Employed,45078.0,2618.0,11,2324,723.0,1,6114.0,1,0,10702,Average,0.136,0
44,Employed,60679.0,760.0,3,954,660.0,2,45084.0,1,0,18230,Excellent,0.743,0
24,Employed,15000.0,100.0,8,494,680.0,1,7618.0,1,1,5380,Average,0.508,0
48,Employed,42950.0,1174.0,2,1644,718.0,2,11979.0,2,1,10091,Excellent,0.279,0
35,Employed,83720.0,6493.0,13,3903,753.0,5,29534.0,0,0,19635,Average,0.353,1
21,Self-Employed,44372.0,1547.0,15,2435,623.0,1,11191.0,3,0,15161,Average,0.252,0
23,Employed,42560.0,1371.0,11,2026,707.0,0,26330.0,2,0,4924,Excellent,0.619,0
34,Employed,31017.0,2264.0,4,1700,642.0,2,11849.0,0,0,12406,Excellent,0.382,0
58,Employed,95506.0,2911.0,3,2752,666.0,2,21743.0,2,1,12711,Excellent,0.228,0
21,Self-Employed,74365.0,3147.0,12,3259,692.0,1,6892.0,1,0,28253,Excellent,0.093,0
58,Employed,86601.0,3677.0,12,3977,679.0,6,48066.0,1,0,8969,Poor,0.555,0
58,Self-Employed,21283.0,100.0,9,134,735.0,3,17898.0,4,0,1309,Good,0.841,0
41,Self-Employed,50354.0,2614.0,6,1921,717.0,2,20264.0,1,0,20746,Excellent,0.402,0
49,Employed,47147.0,3977.0,14,2652,567.0,3,5402.0,2,0,9385,Good,0.115,0
25,Employed,47135.0,1759.0,7,2513,578.0,1,16889.0,1,0,19093,Excellent,0.358,1
30,Employed,39194.0,429.0,6,1422,652.0,2,15573.0,2,0,12524,Poor,0.397,1
48,Self-Employed,45467.0,2553.0,8,2723,817.0,4,4762.0,1,0,9311,Average,0.105,0
41,Employed,87763.0,2082.0,1,1514,616.0,2,57940.0,3,0,6853,Good,0.66,1
27,Employed,19207.0,885.0,13,1268,664.0,3,9728.0,3,0,1000,Excellent,0.506,0
23,Self-Employed,146181.0,3136.0,7,2747,640.0,0,106163.0,0,1,55357,Good,0.726,0
65,Employed,71769.0,3364.0,6,1636,638.0,2,19528.0,1,1,31208,Average,0.272,1
40,Employed,53734.0,3486.0,1,100,693.0,3,18740.0,1,0,1000,Poor,0.349,1
39,Employed,90567.0,3129.0,12,1789,785.0,1,51976.0,1,0,1937,Average,0.574,0
55,Employed,24750.0,2842.0,13,341,714.0,3,0.0,1,1,8273,Average,0.0,0
24,Self-Employed,38158.0,3873.0,1,1061,620.0,0,3482.0,2,1,1000,Good,0.091,1
25,Employed,51457.0,828.0,1,2502,850.0,2,16570.0,1,0,17490,Good,0.322,0
21,Employed,116558.0,6981.0,6,3185,686.0,2,82760.0,2,1,13196,Excellent,0.71,0
24,Self-Employed,53611.0,684.0,12,1730,637.0,3,26125.0,2,0,5586,Excellent,0.487,0
32,Employed,70447.0,918.0,3,4541,786.0,1,10777.0,0,0,23720,Average,0.153,0
47,Unemployed,39768.0,223.0,6,1316,645.0,2,3080.0,1,0,1000,Average,0.077,0
62,Unemployed,71887.0,2406.0,15,3330,805.0,2,46558.0,0,0,19595,Excellent,0.648,0
